KorEXO Calibration File Export

Instrument Name=,Sonde 19G102539
Instrument Serial Number=,19G102539
Instrument Firmware Version=,1.0.86
Parameter Type=,Turbidity (FNU)
Sensor Type=,Turbidity
Sensor Serial Number=,19G100122
Sensor Firmware Version=,3.0.0
User ID=,<Unknown>

[Cal Point 1]
Standard=,12.40 FNU
Pre Calibration Value=,12.38 FNU
Post Calibration Value=,12.40 FNU
Raw Value=,0.00 FNU
Temperature=,20.094 °C
Stability Achieved=,Yes

[Cal Point 2]
Standard=,0.00 FNU
Pre Calibration Value=,0.00 FNU
Post Calibration Value=,0.00 FNU
Raw Value=,0.00 FNU
Temperature=,20.076 °C
Stability Achieved=,Yes

----------

Last Calibration Time=,10/25/2023 11:04:47 AM
Calibration Start Time=,4/19/2024 12:39:30 PM
Calibration End Time=,4/19/2024 12:42:13 PM
Calibration Status=,Completed
QC Score=,Good
Instrument Type=,EXO2
Instrument Name=,Sonde 19G102539
Instrument Serial Number=,19G102539
Instrument Firmware Version=,1.0.86
Parameter Type=,fDOM (RFU)
Sensor Type=,fDOM
Sensor Serial Number=,19F100722
Sensor Firmware Version=,3.0.0
User ID=,<Unknown>

[Cal Point 1]
Standard=,0.00 RFU
Pre Calibration Value=,-0.03 RFU
Post Calibration Value=,0.00 RFU
Raw Value=,0.00 RFU
Temperature=,19.744 °C
Stability Achieved=,Yes

[Cal Point 2]
Standard=,100.00 RFU
Pre Calibration Value=,95.50 RFU
Post Calibration Value=,100.00 RFU
Raw Value=,0.00 RFU
Temperature=,19.540 °C
Stability Achieved=,Yes

----------

Last Calibration Time=,10/25/2023 11:08:12 AM
Calibration Start Time=,4/19/2024 12:42:45 PM
Calibration End Time=,4/19/2024 12:46:11 PM
Calibration Status=,Completed
QC Score=,Good
Instrument Type=,EXO2
Instrument Name=,Sonde 19G102539
Instrument Serial Number=,19G102539
Instrument Firmware Version=,1.0.86
Parameter Type=,fDOM (QSU)
Sensor Type=,fDOM
Sensor Serial Number=,19F100722
Sensor Firmware Version=,3.0.0
User ID=,<Unknown>

[Cal Point 1]
Standard=,0.00 QSU
Pre Calibration Value=,0.11 QSU
Post Calibration Value=,0.00 QSU
Raw Value=,0.00 QSU
Temperature=,19.897 °C
Stability Achieved=,Yes

[Cal Point 2]
Standard=,300.00 QSU
Pre Calibration Value=,291.12 QSU
Post Calibration Value=,300.00 QSU
Raw Value=,0.00 QSU
Temperature=,19.592 °C
Stability Achieved=,Yes

----------

Last Calibration Time=,8/18/2023 12:20:59 PM
Calibration Start Time=,4/19/2024 2:19:47 PM
Calibration End Time=,4/19/2024 2:21:25 PM
Calibration Status=,Completed
QC Score=,Good
Instrument Type=,EXO2
Instrument Name=,Sonde 19G102539
Instrument Serial Number=,19G102539
Instrument Firmware Version=,1.0.86
Parameter Type=,Depth (m)
Sensor Type=,Depth
Sensor Serial Number=,19G100819
Sensor Firmware Version=,3.1.3
User ID=,<Unknown>

[Cal Point 1]
Standard=,0.000 m
Pre Calibration Value=,-0.208 m
Post Calibration Value=,0.000 m
Raw Value=,0.000 m
Temperature=,6.049 °C
Stability Achieved=,Yes

----------
