KorEXO Calibration File Export

Pre Calibration Value=,0.12 QSU
Post Calibration Value=,-0.01 QSU
Raw Value=,0.00 QSU
Temperature=,20.340 °C
Stability Achieved=,Yes

[Cal Point 2]
Standard=,300.00 QSU
Pre Calibration Value=,511.15 QSU
Post Calibration Value=,300.00 QSU
Raw Value=,0.00 QSU
Temperature=,20.839 °C
Stability Achieved=,Yes

----------
